# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,nullspace_swivel_weight=1.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5,base_motion_weight=100.0,base_motion_weight_min=10.0,base_motion_weight_yaw=1.0,base_weight_gate_on=0.065,base_weight_gate_full=0.05,base_recenter_gain=0.5,base_recenter_max_vel=0.15
# control_hz=30.0,enable_base_motion=True,base_max_lin_vel=0.25,base_max_ang_vel=0.6,base_vel_deadband=0.0,base_vel_deadband_exit=0.0,base_vel_filter_tau=0.15,base_feedback_alpha=0.0,enable_lift_motion=True,lift_kp=2.0,lift_kd=0.05,lift_derivative_tau=0.1,lift_velocity_deadband_m=0.005,lift_max_velocity_m_s=0.05,lift_feedback_max_age_s=0.5,use_measured_lift=True,use_measured_arm_state=False,"base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",base_heading_rate_limit=3.49,base_max_accel=1.5,base_yaw_deadband=0.0,base_yaw_deadband_exit=0.0,base_yaw_filter_tau=0.15,base_pose_kp_xy=1.5,base_pose_kd_xy=0.15,base_pose_kp_yaw=2.0,base_pose_kd_yaw=0.2,base_pose_deadband_m=0.01,base_pose_yaw_deadband_rad=0.02,base_pose_derivative_tau=0.1
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved,base_active,base_err_fwd,base_err_lat,base_err_yaw,base_req_fwd,base_req_lat,base_req_yaw,base_body_fwd,base_body_lat,base_body_yaw,base_sent_0,base_sent_1,base_sent_2,swerve_enabled,swerve_target_0,swerve_target_1,swerve_target_2,swerve_prof_0,swerve_prof_1,swerve_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL,lift_active,lift_mode,lift_goal,lift_meas,lift_cmd_vel,lift_vel_est,lift_age,lift_blocked
31.648874455000623,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880495,1.646261,1.656398,-1.189218,1.880495,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.418471,False
31.682712242996786,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.655853,-1.189218,1.879852,1.646219,1.656398,-1.189218,1.879852,1.646219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.452256,False
31.715551980989403,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656494,-1.189218,1.879852,1.646261,1.656494,-1.189218,1.879852,1.646261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.484934,False
31.748804235001444,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189428,1.879852,1.646219,1.656398,-1.189218,1.879852,1.646219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.518419,False
31.78274611500092,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.646303,1.656398,-1.189218,1.879852,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.552349,False
31.816416069996194,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.646303,1.656398,-1.189218,1.879852,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.585526,False
31.849106975991162,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880191,1.646303,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.618787,False
31.882800337989465,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.188779,1.879549,1.646303,1.656398,-1.188779,1.879549,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.652411,False
31.916330367996125,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880495,1.646345,1.656398,-1.189218,1.880495,1.646345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.685624,False
31.949306716996944,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880191,1.646303,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.718941,False
31.98305163400073,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656494,-1.189218,1.880191,1.646303,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.752731,False
32.0163435729919,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656494,-1.189218,1.880191,1.646303,1.656494,-1.189218,1.880191,1.646261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.785777,False
32.04952643899014,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656494,-1.189218,1.880191,1.646303,1.656494,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.819203,False
32.0833527270006,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.655853,-1.189218,1.880156,1.646303,1.655853,-1.189218,1.880156,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.852907,False
32.116469018990756,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880191,1.645693,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.885962,False
32.149376200992265,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.646261,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.919002,False
32.18360791199666,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656494,-1.189218,1.880495,1.646303,1.655853,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.953174,False
32.21810086199548,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.880495,1.646261,1.656398,-1.189218,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,35.987397,False
32.25112724700011,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656302,-1.189218,1.880191,1.646345,1.656398,-1.189218,1.879852,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.020680,False
32.28540716099087,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189009,1.880191,1.646345,1.656398,-1.189009,1.880191,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.055069,False
32.31839845399372,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656302,-1.189009,1.879852,1.646303,1.656302,-1.189218,1.879852,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.087809,False
32.350485881994246,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.645735,1.656398,-1.189218,1.879852,1.645735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.120167,False
32.384502335000434,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189009,1.879852,1.645735,1.656398,-1.189009,1.879852,1.645735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.154183,False
32.416820354002994,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.646303,1.656398,-1.189218,1.879852,1.646303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.186501,False
32.45244398199429,0.002992,1.317713,-1.705551,1.315951,-0.006190,0.003117,0.000053,-0.000136,1.318779,1.707306,1.315189,-0.005770,0.001530,0.000941,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,-0.024318,0.775339,0.143078,-0.614644,0.372349,-0.253174,0.607630,0.141068,-0.611005,-0.025219,0.778548,-0.373550,-0.254146,0.608217,0.450703,-0.000057,0.000292,0.000036,1,True,True,-0.000292,-0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.656398,-1.189218,1.879852,1.646345,1.656398,-1.189218,1.879852,1.646345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1217.997070,-1771.426514,387.550354,477.220856,True,velocity,0.450703,0.450703,0.000000,0.000000,36.221802,False
